,p,l1,l2,portion_losscone_1,portion_losscone_2
0,58.82585133333333,63.669204666666666,90.0,0.5712257843137255,1.0
1,131.78897999999998,60.643403,60.643403,0.6828291617647056,0.6828291617647056
2,165.67315,60.799648,60.799648,1.0,1.0
3,87.15571299999999,65.64255299999999,65.64255299999999,0.28360449999999976,0.28360449999999976
4,35.392439333333336,62.749738666666666,63.94337933333334,0.902313225490196,0.9198667647058825
5,52.10151733333333,64.30527866666667,64.30527866666667,0.6794670784313727,0.6794670784313727
6,165.365534,60.034917,60.034917,1.0,1.0
7,48.42792466666666,65.76615600000001,65.76615600000001,0.7549739901960786,0.7549739901960786
8,47.598993,65.41682300000001,65.41682300000001,0.762026911764706,0.762026911764706
9,116.42411466666668,63.583024,63.583024,0.5001049803921572,0.5001049803921572
10,25.801719,63.085796,82.313849,1.0,1.0
11,147.587612,63.606648,75.464916,0.958739117647059,1.0
12,87.39974333333333,65.884698,65.884698,0.29072641176470587,0.29072641176470587
13,164.84296799999998,61.661948,61.661948,1.0,1.0
14,34.123497,64.874872,64.874872,0.9522261029411764,0.9522261029411764
15,39.29522,63.59755666666667,63.59755666666667,0.8573873039215687,0.8573873039215687
16,163.320396,61.059938,67.68522,1.0,1.0
17,168.516471,61.133549,66.99240999999999,1.0,1.0
18,94.12751,61.954946,61.954946,0.17514547058823537,0.17514547058823537
19,44.747706666666666,63.324410666666665,64.59912133333333,0.7731868235294117,0.791932568627451
20,161.07235333333333,62.136999333333335,62.136999333333335,1.0,1.0
21,163.07472,63.01789333333333,63.434601666666666,1.0,1.0
22,152.08110033333332,63.16267333333333,63.16267333333333,1.0,1.0
23,138.021935,64.308405,64.308405,0.8283873529411766,0.8283873529411766
24,21.107337333333334,64.578028,76.612688,1.0,1.0
25,86.47177166666667,65.95779133333333,65.95779133333333,0.2928762156862745,0.2928762156862745
26,119.88621166666668,63.099606666666666,63.099606666666666,0.5439090931372548,0.5439090931372548
27,36.2893,64.6261,66.8227,0.9167176470588235,0.9490205882352941
28,97.854776,64.21716466666666,64.21716466666666,0.24168131372549026,0.24168131372549026
29,39.274273,64.805273,64.805273,0.8754558823529411,0.8754558823529411
30,75.42281,69.04563399999999,69.04563399999999,0.4062179999999999,0.4062179999999999
31,70.30105,68.99574999999999,68.99574999999999,0.4808044117647056,0.4808044117647056
32,165.491941,61.61083933333333,61.61083933333333,1.0,1.0
33,176.097882,61.50461333333333,61.50461333333333,1.0,1.0
34,143.3599,63.9448,63.9448,0.9015397058823531,0.9015397058823531
35,121.405632,64.90766833333333,64.90766833333333,0.5928426519607842,0.5928426519607842
36,117.739412,64.213882,64.213882,0.528724911764706,0.528724911764706
37,151.36088333333333,63.61331333333333,71.40993666666667,1.0,1.0
38,52.75319966666667,63.38522,65.95403433333334,0.6563532401960783,0.6941299215686275
39,110.56198533333334,63.54668166666667,63.54668166666667,0.41336274999999995,0.41336274999999995
40,134.25735333333333,65.11226166666667,76.27999333333334,0.7848472794117647,0.9490786274509804
41,73.80819633333333,63.13926466666666,63.13926466666666,0.34310394607843137,0.34310394607843137
42,94.76604,62.85318066666667,62.85318066666667,0.20156413725490208,0.20156413725490208
43,52.12432866666667,65.07939,68.10821666666666,0.6905156078431373,0.7350571764705881
44,48.63361966666666,64.93482566666667,64.93482566666667,0.739723617647059,0.739723617647059
45,34.961385,62.485367,62.485367,0.9047644411764706,0.9047644411764706
46,93.61624,64.77179000000001,64.77179000000001,0.2579938235294121,0.2579938235294121
47,174.78303133333333,63.65085133333333,63.65085133333333,1.0,1.0
48,142.88285,66.24628333333334,66.24628333333334,0.9283696078431372,0.9283696078431372
49,140.69772533333332,64.39126,64.39126,0.8689556666666666,0.8689556666666666
50,33.38527,65.52376666666666,65.52376666666666,0.9726249509803921,0.9726249509803921
51,47.735484666666665,63.725354,69.14737,0.735145137254902,0.8148806666666666
52,56.01589066666666,66.04990966666666,81.700917,0.6475591029411766,0.8777209754901962
53,29.626003,65.397796,65.397796,1.0,1.0
54,157.8393342857143,62.40860685714286,62.40860685714286,1.0,1.0
