,p,l1,l2,portion_losscone_1,portion_losscone_2
55,177.430428,63.557444,63.557444,1.0,1.0
56,27.6104,64.95667499999999,64.95667499999999,1.0,1.0
57,145.392798,63.558142,67.837718,0.9257491176470589,0.9886840588235293
58,86.02516166666666,69.23952933333334,69.23952933333334,0.38939792156862757,0.38939792156862757
59,85.76891033333334,69.21300633333334,69.21300633333334,0.3886178333333335,0.3886178333333335
60,150.175512,63.080344,73.133102,0.9890567058823528,1.0
61,37.95404466666666,66.10791666666667,66.10791666666667,0.9140275294117648,0.9140275294117648
62,52.285419,63.72000166666667,63.72000166666667,0.6681556274509804,0.6681556274509804
63,144.70376666666667,65.009088,65.009088,0.9369537450980393,0.9369537450980393
64,142.203524,64.88996866666668,64.88996866666668,0.8984337156862745,0.8984337156862745
65,146.206848,65.14578,65.14578,0.9610680588235295,0.9610680588235295
66,141.35849499999998,65.78968833333334,65.78968833333334,0.8992379901960783,0.8992379901960783
67,48.33023,64.227458,64.227458,0.7337827647058823,0.7337827647058823
68,169.669625,63.76011333333334,63.76011333333334,1.0,1.0
69,176.946326,63.398197,63.398197,1.0,1.0
70,157.55051333333333,64.763216,64.763216,1.0,1.0
71,137.472355,63.899239,63.899239,0.8142881470588234,0.8142881470588234
72,26.426059,64.399646,64.399646,1.0,1.0
73,138.97430933333334,64.45494333333333,66.38139866666667,0.8445478333333334,0.8728780588235295
74,167.81517799999995,63.131054000000006,74.564018,1.0,1.0
75,142.5396023333333,63.57089366666667,63.57089366666667,0.883977882352941,0.883977882352941
76,143.49248333333333,63.782771,63.782771,0.9011066813725489,0.9011066813725489
77,141.23534999999998,63.715491666666665,63.715491666666665,0.8669241421568624,0.8669241421568624
78,160.61950166666668,62.94513366666667,65.87969600000001,1.0,1.0
79,22.185366666666667,66.586125,66.586125,1.0,1.0
80,140.24478833333333,62.646285,62.646285,0.8366334313725491,0.8366334313725491
81,19.830563666666663,67.64133766666667,90.0,1.0,1.0
82,12.864935333333332,67.377028,87.39858966666667,1.0,1.0
83,130.18209866666666,62.82605633333333,62.82605633333333,0.6912963970588234,0.6912963970588234
84,127.705308,64.055544,68.760908,0.6729537058823529,0.7421502352941177
85,107.25819266666666,65.23910666666666,78.96382233333334,0.38966616666666665,0.6754065392156867
86,46.532045,64.60407500000001,64.60407500000001,0.7657651470588237,0.7657651470588237
87,127.92525,66.61358333333334,66.61358333333334,0.7138063725490198,0.7138063725490198
88,17.461002666666666,65.54839733333334,72.31918133333333,1.0,1.0
89,172.268411,64.494412,64.494412,1.0,1.0
90,136.54651166666667,66.51939333333334,66.51939333333334,0.8392044852941178,0.8392044852941178
91,148.99964666666665,66.16206,66.16206,1.0,1.0
92,3.68202,66.14102,66.14102,1.0,1.0
93,177.678821,63.770818,63.770818,1.0,1.0
94,135.35324733333334,64.00246200000001,64.00246200000001,0.7846427843137258,0.7846427843137258
95,22.93723,66.48595,67.32724999999999,1.0,1.0
96,24.89713133333333,67.09614533333333,72.12680266666666,1.0,1.0
97,33.621459,66.32143,88.10602300000001,0.9808819264705884,1.0
98,139.772675,63.90398,73.8027,0.8481861029411762,0.9937555147058823
99,118.889364,63.629190666666666,63.629190666666666,0.5370375686274509,0.5370375686274509
100,143.544364,63.810480000000005,73.14817000000001,0.902277117647059,1.0
101,166.72679033333333,62.60446533333333,62.60446533333333,1.0,1.0
102,145.87358,63.224288,66.474412,0.9279098235294119,0.9757057647058824
103,155.283825,62.60272833333334,62.60272833333334,1.0,1.0
104,6.528272333333333,64.77306466666667,64.77306466666667,1.0,1.0
105,171.8842,65.28085,65.28085,1.0,1.0
106,171.79989899999998,65.31449,65.31449,1.0,1.0
107,148.2091,66.36648699999999,66.36648699999999,1.0,1.0
108,150.83784,65.879103,65.879103,1.0,1.0
109,92.391911,68.25868700000001,68.25868700000001,0.36054961764705906,0.36054961764705906
110,39.784348,64.18548999999999,64.18548999999999,0.8588403235294115,0.8588403235294115
111,163.740696,64.11354533333333,72.56480400000001,1.0,1.0
112,149.5232323333333,63.89368366666667,65.225719,0.9914252352941174,1.0
113,41.049486,64.84464799999999,64.84464799999999,0.8499288529411764,0.8499288529411764
114,145.20376000000002,64.10540666666667,64.10540666666667,0.9310171568627453,0.9310171568627453
115,46.36191133333333,64.39621966666667,64.39621966666667,0.7652104166666667,0.7652104166666667
116,36.34607066666666,65.837348,65.837348,0.9336952549019609,0.9336952549019609
117,39.41758933333333,65.824111,65.824111,0.8883312009803922,0.8883312009803922
118,148.929847,63.635588,73.07304599999999,0.9789034558823528,1.0
119,140.96025866666668,64.22194466666667,64.22194466666667,0.8703265196078434,0.8703265196078434
120,63.033901666666665,64.65414266666667,90.0,0.5238270735294118,1.0
