,t,per,tb,L,MLT,lat,lon,shapes,final_eye,pl1,dt,T05,OP,SL,T89,OM
108,2003-11-01 00:01:22.660,0.46,0.6839,4.611,1.985,-56.042,54.16,other,1.5,1.0,"[0.48, 0.44, 0.46]",0.6839475006497644,0.5502719586171141,0.5447751414852018,0.5455904517965315,0.5897828353375165
109,2003-11-08 00:40:13.140,0.212,0.1877,1.947,2.537,-33.238,36.757,crown,1.0,0.360549617647059,"[0.22, 0.22, 0.2, 0.22, 0.2]",0.1876688787560188,0.1873382403275033,0.1978395905147564,0.1877812704920073,0.1877732721772373
110,2003-11-11 12:32:59.040,0.27,0.4931,4.103,3.313,55.337,-131.007,crown,1.5,0.8588403235294115,"[0.28, 0.28, 0.32]",0.4930478350653901,0.4671615059872807,0.4688435711064381,0.4652981732524772,0.4813694996382613
111,2003-11-13 14:26:59.640,0.34,0.7301,5.36,3.719,-56.238,171.207,half,1.0,1.0,"[0.36, 0.34, 0.32]",0.7301959108701634,0.6606989911699445,0.6545759296862089,0.6488152028338449,0.6894006074317557
112,2003-11-13 19:12:51.340,0.2333,0.5874,4.669,1.572,-47.811,102.699,other,1.5,0.9914252352941174,"[0.22, 0.22, 0.26]",0.5874760808858269,0.55135770133945,0.5488215520910488,0.5452884087702273,0.5851282084041498
113,2003-11-14 13:01:30.120,0.34,0.6231,4.834,2.871,60.34,-141.806,half,1.0,0.8499288529411764,"[0.36, 0.32, 0.34]",0.6230919615737728,0.5777814796109553,0.5760112927007329,0.5690774338645831,0.5939803928679802
114,2003-11-14 20:24:47.200,0.1933,0.5137,4.175,0.876,-48.309,82.347,other,1.5,0.9310171568627452,"[0.16, 0.2, 0.22]",0.5137505179225664,0.4856246022435945,0.4831428174366064,0.4836204283904041,0.4976925328196248
115,2003-11-16 10:40:22.740,0.24,0.6443,4.99,2.848,54.81,-113.428,decr,1.0,0.7652104166666667,"[0.2, 0.24, 0.28]",0.6442109101108086,0.5941139842877702,0.5938502100286911,0.5844204058194306,0.6055174847694432
116,2003-11-16 15:27:04.440,0.52,0.6533,4.975,2.972,66.438,-177.888,crown,1.5,0.9336952549019608,"[0.48, 0.52, 0.56]",0.6532559280728041,0.6084498597920002,0.6045004855695029,0.597178799701295,0.6214725642051759
117,2003-11-17 15:04:06.340,0.15,0.587,4.617,2.782,65.128,-175.415,decr,1.5,0.8883312009803922,"[0.14, 0.18, 0.16, 0.12]",0.5869832556026333,0.5533702544692463,0.550837982845612,0.5465565956561024,0.5693179645111907
118,2003-11-17 16:08:28.580,0.26,0.459,3.939,2.301,-46.346,141.137,half,1.0,0.9789034558823528,"[0.24, 0.28, 0.26]",0.458949659554162,0.4452438830375855,0.4443843546490129,0.4444120942956456,0.4545036696994476
119,2003-11-22 20:33:15.360,0.2467,0.4525,3.629,23.5,-48.799,63.232,crown,1.5,0.8703265196078434,"[0.26, 0.26, 0.22]",0.4524932443602059,0.4089849621204758,0.4086652665559426,0.409621018632821,0.4269916109640099
120,2003-11-23 06:26:05.820,0.48,0.4419,3.725,2.956,47.827,-66.874,decr,1.5,0.5238270735294118,"[0.5, 0.46, 0.5, 0.46]",0.4418455418697158,0.4122555144665892,0.4169828473738327,0.4131079368567111,0.4228789142808615
