,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts
2002-10-18 01:45:55.160,-54.225,-52.947,578.993,1.957,0.242,22.05,63.27,63.27,55.997,1,1,2240.0
2002-10-18 06:55:42.920,31.275,-32.573,550.385,1.924,0.234,8.756,68.614,68.614,91.773,1,0,440.0
2002-10-18 06:55:43.360,31.279,-32.546,550.351,1.922,0.234,8.757,68.614,68.614,91.797,1,0,424.0
2002-10-18 06:55:43.760,31.282,-32.521,550.32,1.921,0.234,8.758,68.614,68.614,91.818,1,0,344.0
2002-11-09 04:09:00.720,27.753,-30.004,482.759,1.799,0.235,5.711,70.445,70.445,91.743,1,0,624.0
2002-11-16 15:57:43.680,25.972,-36.283,557.836,2.098,0.227,17.268,69.048,69.048,92.902,1,0,296.0
2002-11-16 15:57:43.960,25.975,-36.3,557.831,2.099,0.227,17.268,69.047,69.047,92.884,1,0,360.0
2002-11-16 15:57:44.260,25.978,-36.319,557.825,2.1,0.227,17.268,69.046,69.046,92.865,1,0,376.0
2002-11-16 15:57:44.540,25.981,-36.336,557.819,2.101,0.227,17.267,69.045,69.045,92.848,1,0,488.0
2002-11-16 15:57:45.060,25.986,-36.368,557.809,2.104,0.227,17.267,69.043,69.043,92.815,1,0,656.0
2002-11-16 15:57:45.300,25.988,-36.383,557.804,2.105,0.227,17.267,69.042,69.042,92.8,1,0,624.0
2002-11-16 15:57:45.560,25.991,-36.399,557.799,2.106,0.227,17.266,69.042,69.042,92.784,1,0,528.0
2002-11-18 03:13:49.300,21.862,-34.65,473.284,2.001,0.228,4.176,71.375,71.375,92.374,1,0,376.0
2002-11-19 07:37:48.880,-50.83,-49.915,483.314,1.822,0.235,4.382,66.56,66.56,81.364,1,0,1184.0
2002-11-19 07:37:49.880,-50.812,-49.852,483.262,1.82,0.235,4.383,66.571,66.571,81.289,1,0,1504.0
2002-11-19 07:37:50.060,-50.808,-49.841,483.253,1.819,0.235,4.383,66.573,66.573,81.276,1,0,1376.0
2002-11-19 07:37:50.240,-50.805,-49.83,483.244,1.819,0.235,4.383,66.575,66.575,81.262,1,0,1312.0
2002-11-19 07:37:50.440,-50.802,-49.818,483.233,1.818,0.235,4.384,66.577,66.577,81.247,1,0,1248.0
2002-11-19 07:37:50.600,-50.799,-49.808,483.225,1.818,0.235,4.384,66.579,66.579,81.235,1,0,1120.0
2002-12-08 00:48:24.760,16.983,-32.962,490.905,1.923,0.223,1.185,70.721,70.721,85.296,1,1,2624.0
2002-12-08 00:48:24.980,16.985,-32.948,490.909,1.922,0.223,1.186,70.719,70.719,85.266,1,1,2624.0
2002-12-14 02:11:41.920,-20.292,-47.621,500.839,2.156,0.221,23.864,68.655,68.655,89.285,1,0,2240.0
2002-12-14 02:11:42.200,-20.288,-47.604,500.845,2.156,0.221,23.864,68.657,68.657,89.315,1,0,2368.0
2002-12-14 02:11:42.720,-20.279,-47.571,500.858,2.154,0.221,23.865,68.662,68.662,89.372,1,0,2368.0
2003-01-25 06:37:22.260,18.131,-24.554,519.664,1.611,0.229,7.352,68.145,68.145,86.812,1,0,1184.0
2003-01-30 16:42:01.460,26.431,-32.422,545.089,1.912,0.228,17.661,69.239,69.239,86.012,1,0,1008.0
2003-01-30 16:42:01.920,26.435,-32.393,545.055,1.911,0.228,17.662,69.237,69.237,85.982,1,0,1184.0
2003-01-30 16:42:02.140,26.437,-32.38,545.039,1.911,0.228,17.662,69.236,69.236,85.967,1,0,1440.0
2003-01-30 16:42:02.360,26.438,-32.366,545.023,1.91,0.228,17.663,69.235,69.235,85.953,1,0,1440.0
2003-01-30 16:42:02.800,26.442,-32.339,544.992,1.909,0.228,17.664,69.234,69.234,85.924,1,0,1184.0
2003-01-30 16:42:03.020,26.444,-32.325,544.976,1.908,0.228,17.665,69.233,69.233,85.909,1,0,1120.0
2003-01-30 16:42:03.220,26.446,-32.313,544.961,1.908,0.228,17.665,69.232,69.232,85.896,1,0,976.0
2003-01-30 16:42:03.440,26.448,-32.299,544.945,1.907,0.228,17.666,69.231,69.231,85.881,1,0,1056.0
2003-01-30 16:42:08.380,26.49,-31.994,544.587,1.894,0.228,17.678,69.212,69.212,85.79,1,0,1760.0
2003-01-30 16:42:08.780,26.493,-31.969,544.558,1.893,0.228,17.679,69.21,69.21,85.831,1,0,2240.0
2003-01-30 16:42:09.020,26.495,-31.955,544.54,1.892,0.228,17.68,69.209,69.209,85.856,1,0,2016.0
2003-01-30 16:42:09.260,26.497,-31.94,544.523,1.891,0.228,17.68,69.208,69.208,85.881,1,0,1888.0
2003-01-30 16:42:09.460,26.499,-31.927,544.508,1.891,0.228,17.681,69.207,69.207,85.901,1,0,1632.0
2003-02-08 03:57:22.140,30.469,-31.954,561.284,1.893,0.232,5.09,68.441,68.441,87.537,1,0,392.0
2003-04-21 18:47:43.900,16.037,-33.129,475.784,1.924,0.223,19.383,71.112,71.112,93.06,1,0,1312.0
2003-04-21 18:47:44.620,16.044,-33.175,475.828,1.926,0.223,19.383,71.118,71.118,93.009,1,0,1440.0
2003-04-24 10:20:00.380,-58.06,-49.612,560.127,1.775,0.234,6.194,63.887,63.887,81.842,1,0,944.0
2003-04-24 10:20:00.400,-58.06,-49.611,560.127,1.775,0.234,6.194,63.887,63.887,81.843,1,0,1056.0
2003-04-24 10:20:00.580,-58.057,-49.6,560.128,1.774,0.234,6.195,63.889,63.889,81.857,1,0,1120.0
2003-04-24 10:20:00.600,-58.056,-49.599,560.129,1.774,0.234,6.195,63.889,63.889,81.859,1,0,560.0
2003-04-26 23:31:47.520,-60.615,-51.767,509.525,1.836,0.249,19.601,64.885,64.885,92.877,1,0,624.0
2003-04-28 18:03:00.320,12.835,-34.182,492.404,1.959,0.22,18.39,70.731,70.731,92.863,1,0,1440.0
2003-04-30 03:39:29.760,33.516,-37.628,563.164,2.187,0.24,5.202,67.699,67.699,92.802,1,0,132.0
2003-04-30 03:39:30.020,33.519,-37.612,563.158,2.186,0.24,5.203,67.7,67.7,92.785,1,0,148.0
2003-04-30 03:39:31.040,33.529,-37.549,563.133,2.183,0.24,5.206,67.705,67.705,92.72,1,0,114.0
2003-05-01 03:21:14.500,37.429,-31.116,559.942,1.851,0.244,5.352,67.371,67.371,92.375,1,0,1440.0
2003-05-01 03:21:15.340,37.436,-31.064,559.915,1.849,0.244,5.354,67.37,67.37,92.452,1,0,1696.0
2003-05-01 03:21:15.560,37.438,-31.051,559.907,1.848,0.244,5.354,67.369,67.369,92.473,1,0,1696.0
2003-05-10 15:36:38.820,24.365,-33.65,525.063,1.967,0.227,16.585,69.939,69.939,92.396,1,0,1568.0
2003-05-10 15:37:14.120,24.698,-35.84,527.788,2.068,0.227,16.553,69.907,69.907,92.114,1,0,976.0
2003-05-10 15:37:25.340,24.809,-36.536,528.652,2.109,0.228,16.543,69.861,69.861,92.192,1,0,1056.0
2003-05-13 07:06:12.340,-52.597,-57.566,566.635,2.226,0.262,3.302,63.205,63.205,100.547,0,0,1888.0
2003-05-21 13:29:07.920,33.301,-33.357,550.212,1.959,0.238,14.892,68.31,68.31,91.928,1,0,172.0
2003-05-21 13:29:08.140,33.303,-33.371,550.225,1.96,0.238,14.892,68.309,68.309,91.921,1,0,148.0
2003-05-30 12:03:12.420,38.061,-41.882,563.136,2.483,0.257,13.405,66.43,66.43,90.928,1,0,180.0
2003-06-02 22:29:39.680,39.089,-41.804,498.618,2.464,0.265,0.476,67.956,67.956,84.803,1,4,2496.0
2003-06-02 22:29:39.700,39.09,-41.803,498.616,2.464,0.265,0.477,67.956,67.956,84.801,1,4,2624.0
2003-06-02 22:29:53.880,39.264,-40.918,497.527,2.406,0.264,0.524,68.039,68.039,83.697,1,4,204.0
2003-06-08 22:02:22.580,34.509,-37.24,478.852,2.149,0.248,23.897,69.712,69.712,83.418,1,1,122.0
2003-06-08 22:02:22.840,34.512,-37.224,478.835,2.148,0.248,23.898,69.713,69.713,83.4,1,1,164.0
2003-06-08 22:02:23.340,34.517,-37.192,478.803,2.146,0.248,23.899,69.716,69.716,83.366,1,1,188.0
2003-06-08 22:02:23.580,34.519,-37.177,478.787,2.146,0.248,23.9,69.717,69.717,83.35,1,1,156.0
2003-06-08 22:02:23.820,34.522,-37.162,478.772,2.145,0.248,23.901,69.719,69.719,83.334,1,1,156.0
2003-06-08 22:02:24.060,34.525,-37.147,478.756,2.144,0.248,23.901,69.72,69.72,83.317,1,1,132.0
2003-06-14 21:33:25.880,29.172,-37.388,469.0,2.146,0.238,23.06,70.81,70.81,93.297,1,1,408.0
2003-06-15 21:13:11.000,32.526,-35.825,466.722,2.071,0.244,22.978,70.48,70.48,94.635,1,1,280.0
2003-06-15 21:13:11.240,32.528,-35.81,466.711,2.071,0.244,22.979,70.481,70.481,94.62,1,1,196.0
2003-06-15 21:13:11.720,32.533,-35.78,466.69,2.069,0.244,22.98,70.483,70.483,94.59,1,1,148.0
2003-06-15 21:13:24.480,32.659,-34.974,466.121,2.022,0.243,23.017,70.521,70.521,93.158,1,1,126.0
2003-06-15 21:13:24.940,32.663,-34.945,466.101,2.021,0.243,23.018,70.522,70.522,93.123,1,1,164.0
2003-06-15 21:13:25.160,32.666,-34.931,466.091,2.02,0.243,23.019,70.523,70.523,93.106,1,1,164.0
2003-06-15 21:13:25.600,32.67,-34.903,466.072,2.019,0.243,23.02,70.524,70.524,93.072,1,1,196.0
2003-06-15 21:13:25.820,32.672,-34.889,466.062,2.018,0.243,23.021,70.524,70.524,93.055,1,1,180.0
2003-06-17 00:44:56.460,152.991,50.511,545.498,2.019,0.399,11.013,63.641,63.641,77.878,0,0,148.0
2003-07-15 17:08:11.940,32.058,-31.862,505.786,1.878,0.238,18.609,69.599,69.599,87.089,1,0,1248.0
2003-07-15 17:08:12.120,32.059,-31.851,505.79,1.878,0.238,18.609,69.598,69.598,87.102,1,0,1184.0
2003-07-20 05:28:02.020,30.234,-41.016,465.292,2.362,0.245,6.473,70.328,70.328,87.699,1,0,344.0
2003-07-31 11:08:10.820,-73.617,-54.946,486.684,1.941,0.284,6.175,64.709,64.709,87.25,0,0,1376.0
2003-07-31 11:08:12.140,-73.586,-55.028,486.768,1.946,0.284,6.177,64.705,64.705,87.106,0,0,1312.0
2003-08-05 10:58:21.320,-80.092,-58.067,501.891,2.141,0.309,5.81,64.027,64.027,107.194,0,0,1248.0
2003-08-05 10:58:21.860,-80.077,-58.1,501.93,2.143,0.309,5.811,64.026,64.026,107.615,0,0,1312.0
2003-08-05 10:58:22.120,-80.069,-58.116,501.949,2.144,0.309,5.811,64.025,64.025,107.817,0,0,1248.0
2003-08-26 23:57:02.980,31.971,-33.524,529.712,1.963,0.237,1.519,69.02,69.02,74.596,1,1,880.0
2003-09-14 06:14:14.020,-92.897,-57.502,560.444,2.183,0.325,0.912,62.231,62.231,80.994,0,1,196.0
2003-10-04 05:39:19.800,33.924,-38.238,462.413,2.201,0.249,7.337,70.159,70.159,92.704,1,0,140.0
2003-10-04 05:39:20.080,33.927,-38.22,462.404,2.2,0.249,7.338,70.161,70.161,92.684,1,0,118.0
2003-10-04 05:39:20.340,33.93,-38.204,462.396,2.199,0.249,7.339,70.162,70.162,92.665,1,0,102.0
2003-10-13 10:10:01.800,-58.36,-54.695,469.499,1.98,0.263,6.483,65.943,65.943,107.569,1,0,488.0
2003-10-13 10:10:02.040,-58.355,-54.68,469.495,1.979,0.263,6.483,65.945,65.945,107.415,1,0,504.0
2003-10-13 10:10:02.280,-58.349,-54.666,469.492,1.978,0.263,6.483,65.947,65.947,107.26,1,0,472.0
2003-10-14 18:52:49.400,6.536,-37.629,493.017,2.071,0.216,18.785,70.85,70.85,93.712,1,0,1120.0
2003-10-16 09:04:34.940,-47.445,-52.949,471.364,1.996,0.246,5.873,66.784,66.784,85.284,1,0,1184.0
2003-10-16 09:04:35.160,-47.44,-52.936,471.363,1.995,0.246,5.873,66.786,66.786,85.227,1,0,1184.0
2003-10-16 09:04:35.840,-47.426,-52.893,471.36,1.993,0.245,5.874,66.793,66.793,85.05,1,0,1056.0
2003-10-20 04:33:03.240,18.433,-31.7,480.016,1.872,0.225,5.462,70.87,70.87,91.796,1,0,1440.0
2003-10-22 05:23:50.380,1.7,-30.549,485.29,1.773,0.218,5.228,69.515,69.515,91.489,1,0,5248.0
2003-10-22 17:32:32.380,11.192,-42.651,473.949,2.339,0.223,17.652,71.434,71.434,93.503,1,0,1568.0
2003-10-22 17:32:32.720,11.197,-42.672,473.947,2.341,0.223,17.652,71.431,71.431,93.485,1,0,1504.0
2003-10-25 16:24:29.480,20.308,-35.804,469.477,2.054,0.226,17.348,71.616,71.616,93.373,1,0,2880.0
2003-10-25 16:24:29.760,20.311,-35.821,469.476,2.055,0.226,17.347,71.616,71.616,93.356,1,0,3136.0
2003-10-25 16:24:30.020,20.313,-35.838,469.475,2.055,0.226,17.347,71.617,71.617,93.339,1,0,3008.0
2003-10-25 16:24:30.320,20.316,-35.857,469.474,2.056,0.226,17.347,71.618,71.618,93.321,1,0,3136.0
2003-10-25 16:24:30.840,20.322,-35.889,469.472,2.058,0.226,17.346,71.619,71.619,93.288,1,0,3136.0
2003-10-26 16:03:41.920,24.595,-40.621,468.019,2.314,0.234,17.136,71.068,71.068,92.74,1,0,236.0
2003-10-30 02:26:08.500,28.859,-34.018,504.424,1.985,0.234,3.866,70.074,70.074,92.675,1,0,252.0
2003-10-30 13:48:50.800,-128.831,44.533,544.224,2.484,0.406,4.983,63.37,63.37,17.806,0,0,212.0
2003-10-30 14:34:39.480,38.165,-38.968,463.66,2.262,0.261,16.607,69.331,69.331,91.942,1,0,172.0
2003-10-30 14:34:57.280,38.37,-40.091,463.89,2.337,0.263,16.584,69.182,69.182,92.131,1,0,1312.0
2003-10-30 14:34:57.300,38.37,-40.092,463.891,2.337,0.263,16.584,69.181,69.181,92.13,1,0,1376.0
2003-10-30 14:34:57.500,38.372,-40.105,463.893,2.338,0.263,16.584,69.18,69.18,92.115,1,0,1120.0
2003-10-30 14:35:00.160,38.404,-40.272,463.929,2.348,0.263,16.58,69.157,69.157,91.92,1,0,1760.0
2003-10-30 14:35:00.840,38.412,-40.315,463.938,2.351,0.263,16.579,69.151,69.151,91.87,1,0,2240.0
2003-10-30 14:35:04.260,38.452,-40.531,463.985,2.364,0.264,16.575,69.121,69.121,92.006,1,0,1952.0
2003-10-30 14:35:05.700,38.469,-40.621,464.005,2.37,0.264,16.573,69.109,69.109,92.147,1,0,1440.0
2003-10-30 14:35:07.100,38.486,-40.71,464.025,2.375,0.264,16.571,69.096,69.096,92.284,1,0,912.0
2003-10-30 14:35:15.840,38.593,-41.26,464.149,2.413,0.265,16.559,69.02,69.02,92.035,1,0,2240.0
2003-10-30 14:35:21.720,38.665,-41.631,464.235,2.443,0.266,16.552,68.968,68.968,92.138,1,0,3520.0
2003-10-30 14:35:29.660,38.766,-42.131,464.354,2.476,0.267,16.541,68.897,68.897,92.103,1,0,6528.0
2003-10-30 17:00:10.160,-174.059,52.898,546.73,2.461,0.391,5.101,64.282,64.282,14.275,0,0,228.0
2003-10-30 17:00:11.980,-174.02,53.009,546.756,2.474,0.391,5.101,64.287,64.287,14.277,0,0,264.0
2003-10-30 17:00:12.360,-174.012,53.032,546.761,2.477,0.391,5.101,64.288,64.288,14.277,0,0,244.0
2003-10-30 19:45:03.620,126.932,-37.092,505.093,2.496,0.479,4.458,64.458,67.404,163.294,0,0,592.0
2003-10-30 19:45:12.160,127.019,-36.559,505.306,2.432,0.477,4.465,64.43,67.269,163.074,0,0,424.0
2003-10-30 19:45:12.320,127.021,-36.549,505.31,2.431,0.477,4.465,64.429,67.266,163.069,0,0,560.0
2003-10-30 19:45:13.560,127.034,-36.472,505.341,2.422,0.477,4.466,64.425,67.245,163.037,0,0,440.0
2003-10-30 19:45:13.840,127.036,-36.454,505.348,2.42,0.477,4.467,64.424,67.241,163.029,0,0,472.0
2003-10-30 19:45:14.560,127.044,-36.409,505.366,2.415,0.477,4.467,64.422,67.229,163.019,0,0,392.0
2003-10-30 21:19:41.980,103.225,-36.713,505.458,2.486,0.462,3.958,64.459,64.459,158.38,0,0,1056.0
2003-10-30 21:19:42.200,103.228,-36.7,505.463,2.485,0.462,3.958,64.458,64.458,158.377,0,0,752.0
2003-10-30 21:19:42.640,103.232,-36.672,505.474,2.483,0.462,3.959,64.457,64.457,158.372,0,0,624.0
2003-10-30 21:19:45.780,103.264,-36.476,505.552,2.463,0.461,3.966,64.445,64.445,158.332,0,0,880.0
2003-10-30 21:19:45.800,103.264,-36.475,505.553,2.463,0.461,3.966,64.445,64.445,158.331,0,0,944.0
2003-10-30 21:19:51.760,103.323,-36.103,505.702,2.42,0.46,3.978,64.423,64.423,158.22,0,0,688.0
2003-10-30 21:19:51.800,103.324,-36.101,505.703,2.419,0.46,3.978,64.423,64.423,158.219,0,0,720.0
2003-10-30 21:19:55.860,103.364,-35.848,505.804,2.391,0.46,3.986,64.408,64.408,158.147,0,0,1760.0
2003-10-30 21:19:56.100,103.366,-35.833,505.811,2.389,0.46,3.987,64.407,64.407,158.143,0,0,1760.0
2003-10-30 21:19:56.320,103.368,-35.819,505.816,2.387,0.46,3.987,64.406,64.406,158.139,0,0,1824.0
2003-10-30 21:19:56.940,103.374,-35.78,505.832,2.383,0.46,3.988,64.404,64.404,158.128,0,0,1056.0
2003-10-30 21:19:57.020,103.375,-35.775,505.834,2.382,0.46,3.989,64.403,64.403,158.126,0,0,1120.0
2003-10-30 21:19:57.380,103.379,-35.753,505.843,2.38,0.46,3.989,64.402,64.402,158.119,0,0,1120.0
2003-10-30 21:19:57.400,103.379,-35.752,505.843,2.38,0.46,3.989,64.402,64.402,158.119,0,0,1056.0
2003-10-30 21:20:01.700,103.42,-35.483,505.951,2.35,0.459,3.998,64.385,64.385,158.035,0,0,1056.0
2003-10-30 21:20:40.700,103.782,-33.05,506.936,2.119,0.452,4.07,64.224,64.224,157.422,0,0,228.0
2003-10-30 21:44:02.680,115.018,53.966,547.036,2.357,0.458,5.526,63.047,63.047,9.358,0,0,2752.0
2003-10-30 21:44:02.720,115.019,53.969,547.036,2.358,0.458,5.526,63.048,63.048,9.358,0,0,2880.0
2003-10-30 21:44:03.380,115.034,54.009,547.045,2.361,0.458,5.527,63.051,63.051,9.347,0,0,1312.0
2003-10-30 21:44:03.440,115.035,54.012,547.046,2.362,0.458,5.527,63.051,63.051,9.344,0,0,2112.0
2003-10-30 21:44:11.260,115.212,54.488,547.144,2.414,0.458,5.541,63.087,63.087,9.133,0,0,624.0
2003-10-30 21:44:17.640,115.359,54.875,547.221,2.453,0.459,5.553,63.117,63.117,9.078,0,0,280.0
2003-10-30 21:44:19.820,115.409,55.007,547.247,2.465,0.459,5.557,63.127,63.127,8.989,0,0,408.0
2003-10-30 21:44:20.620,115.428,55.056,547.257,2.469,0.459,5.558,63.131,63.131,8.956,0,0,440.0
2003-10-30 21:44:21.580,115.451,55.114,547.268,2.475,0.46,5.56,63.136,63.136,8.949,0,0,264.0
2003-10-30 21:44:22.080,115.463,55.145,547.273,2.479,0.46,5.561,63.138,63.138,8.956,0,0,312.0
2003-10-30 22:33:12.720,-73.507,-61.192,471.137,2.352,0.317,18.105,65.042,65.042,127.518,0,0,5504.0
2003-10-30 22:33:17.020,-73.351,-61.455,471.256,2.374,0.318,18.116,65.038,65.038,130.762,0,0,4224.0
2003-10-30 22:33:17.520,-73.332,-61.486,471.27,2.377,0.318,18.117,65.037,65.037,131.137,0,0,3392.0
2003-10-30 22:53:49.980,79.212,-38.17,505.083,2.498,0.402,3.489,64.859,64.859,151.586,0,0,624.0
2003-10-30 22:53:50.060,79.213,-38.165,505.085,2.498,0.402,3.489,64.859,64.859,151.585,0,0,624.0
2003-10-30 22:53:51.440,79.228,-38.079,505.119,2.49,0.402,3.493,64.854,64.854,151.56,0,0,752.0
2003-10-30 22:53:53.840,79.253,-37.929,505.179,2.473,0.401,3.501,64.846,64.846,151.517,0,0,784.0
2003-10-30 22:53:56.520,79.282,-37.762,505.245,2.455,0.401,3.508,64.837,64.837,151.469,0,0,528.0
2003-10-30 22:53:58.820,79.306,-37.619,505.302,2.44,0.401,3.515,64.829,64.829,151.447,0,0,688.0
2003-10-30 22:53:59.240,79.31,-37.592,505.313,2.437,0.401,3.516,64.828,64.828,151.444,0,0,944.0
2003-10-30 22:53:59.320,79.311,-37.587,505.315,2.436,0.401,3.517,64.828,64.828,151.443,0,0,976.0
2003-10-30 22:54:02.900,79.349,-37.364,505.404,2.412,0.401,3.527,64.815,64.815,151.417,0,0,816.0
2003-10-30 22:54:03.980,79.36,-37.297,505.43,2.407,0.401,3.53,64.812,64.812,151.399,0,0,624.0
2003-10-30 22:54:04.480,79.365,-37.266,505.443,2.404,0.401,3.531,64.81,64.81,151.391,0,0,752.0
2003-10-30 22:54:07.060,79.391,-37.105,505.507,2.391,0.4,3.539,64.801,64.801,151.348,0,0,488.0
2003-10-30 23:41:22.860,-112.799,38.398,499.853,2.223,0.409,15.889,64.294,65.609,147.848,0,3,1120.0
2003-10-30 23:41:28.060,-112.743,38.073,499.524,2.201,0.408,15.901,64.288,65.654,148.174,0,3,624.0
2003-10-30 23:41:28.320,-112.74,38.057,499.507,2.2,0.408,15.902,64.287,65.656,148.19,0,3,592.0
2003-10-31 00:27:38.100,55.005,-40.66,504.435,2.492,0.315,3.252,65.98,65.98,146.104,0,0,4736.0
2003-10-31 00:27:43.380,55.067,-40.331,504.564,2.467,0.315,3.27,65.974,65.974,146.03,0,0,3648.0
2003-10-31 00:27:43.900,55.073,-40.299,504.577,2.464,0.315,3.272,65.974,65.974,146.022,0,0,5760.0
2003-10-31 00:27:49.040,55.132,-39.978,504.703,2.435,0.314,3.289,65.967,65.967,145.941,0,0,4480.0
2003-10-31 00:27:49.660,55.139,-39.94,504.718,2.431,0.314,3.291,65.967,65.967,145.931,0,0,4992.0
2003-10-31 00:27:50.300,55.147,-39.9,504.734,2.427,0.314,3.293,65.966,65.966,145.921,0,0,5248.0
2003-10-31 00:27:54.000,55.189,-39.669,504.824,2.41,0.314,3.305,65.968,65.968,145.908,0,0,5760.0
2003-10-31 00:27:54.200,55.191,-39.657,504.829,2.409,0.314,3.306,65.969,65.969,145.908,0,0,6016.0
2003-10-31 00:29:39.000,56.244,-33.121,507.431,1.958,0.308,3.614,65.759,65.759,145.108,0,0,132.0
2003-10-31 02:02:39.020,31.576,-38.808,505.307,2.244,0.242,3.476,69.344,69.344,93.138,1,0,4480.0
2003-10-31 02:02:42.520,31.614,-38.59,505.394,2.227,0.242,3.487,69.36,69.36,92.863,1,0,3776.0
2003-10-31 02:02:42.860,31.618,-38.569,505.402,2.226,0.242,3.488,69.362,69.362,92.837,1,0,3904.0
2003-10-31 02:03:26.260,32.066,-35.863,506.475,2.075,0.24,3.617,69.502,69.502,92.732,1,0,5504.0
2003-10-31 02:03:28.760,32.09,-35.707,506.537,2.067,0.24,3.625,69.506,69.506,92.639,1,0,4992.0
2003-10-31 02:03:29.840,32.101,-35.64,506.564,2.063,0.24,3.628,69.508,69.508,92.548,1,0,5504.0
2003-10-31 02:03:29.900,32.101,-35.636,506.566,2.063,0.24,3.628,69.508,69.508,92.543,1,0,5504.0
2003-10-31 02:03:31.320,32.115,-35.547,506.601,2.059,0.24,3.632,69.51,69.51,92.424,1,0,4992.0
2003-10-31 02:03:32.320,32.125,-35.485,506.626,2.056,0.24,3.635,69.511,69.511,92.34,1,0,5248.0
2003-10-31 02:03:33.440,32.136,-35.415,506.654,2.052,0.24,3.638,69.513,69.513,92.309,1,0,4480.0
2003-10-31 02:03:34.620,32.147,-35.341,506.683,2.049,0.24,3.641,69.514,69.514,92.379,1,0,4992.0
2003-10-31 02:03:46.940,32.264,-34.573,506.99,2.011,0.239,3.676,69.522,69.522,92.727,1,0,5760.0
2003-10-31 02:03:47.660,32.271,-34.528,507.008,2.009,0.239,3.678,69.522,69.522,92.665,1,0,6016.0
2003-10-31 02:03:48.580,32.279,-34.471,507.032,2.006,0.239,3.68,69.523,69.523,92.586,1,0,4736.0
2003-10-31 02:03:49.800,32.291,-34.394,507.062,2.003,0.239,3.684,69.523,69.523,92.481,1,0,3392.0
2003-10-31 02:03:52.460,32.316,-34.228,507.129,1.995,0.239,3.691,69.522,69.522,92.466,1,0,2016.0
2003-10-31 02:03:54.300,32.333,-34.114,507.175,1.989,0.239,3.696,69.522,69.522,92.578,1,0,1568.0
2003-10-31 02:03:54.440,32.334,-34.105,507.179,1.989,0.239,3.696,69.522,69.522,92.586,1,0,1632.0
2003-10-31 02:03:54.520,32.335,-34.1,507.181,1.989,0.239,3.697,69.522,69.522,92.591,1,0,1696.0
2003-10-31 02:03:55.580,32.344,-34.034,507.207,1.985,0.239,3.7,69.521,69.521,92.655,1,0,1888.0
2003-10-31 02:03:55.640,32.345,-34.03,507.209,1.985,0.239,3.7,69.521,69.521,92.659,1,0,2016.0
2003-10-31 02:03:56.420,32.352,-33.981,507.228,1.983,0.239,3.702,69.521,69.521,92.706,1,0,944.0
2003-10-31 02:03:57.440,32.362,-33.918,507.254,1.98,0.239,3.705,69.52,69.52,92.703,1,0,1120.0
2003-10-31 02:03:59.320,32.379,-33.8,507.301,1.974,0.239,3.71,69.519,69.519,92.538,1,0,784.0
2003-10-31 02:04:05.400,32.434,-33.421,507.454,1.957,0.239,3.726,69.513,69.513,92.345,1,0,424.0
2003-10-31 13:26:17.760,-125.62,43.27,543.876,2.433,0.405,4.877,63.307,63.307,19.664,0,0,102.0
2003-10-31 14:11:32.020,41.096,-35.601,462.208,2.063,0.265,16.531,69.123,69.123,91.686,1,0,360.0
2003-10-31 14:11:41.500,41.191,-36.2,462.328,2.097,0.266,16.52,69.07,69.07,91.728,1,0,1760.0
2003-10-31 14:11:48.080,41.258,-36.616,462.415,2.125,0.266,16.512,69.03,69.03,91.521,1,0,880.0
2003-10-31 14:11:48.140,41.259,-36.619,462.416,2.125,0.266,16.512,69.03,69.03,91.525,1,0,912.0
2003-10-31 14:11:48.900,41.266,-36.667,462.426,2.127,0.266,16.511,69.025,69.025,91.58,1,0,424.0
2003-10-31 14:11:50.080,41.279,-36.742,462.441,2.132,0.266,16.51,69.018,69.018,91.666,1,0,360.0
2003-10-31 14:11:50.120,41.279,-36.745,462.442,2.132,0.266,16.51,69.018,69.018,91.669,1,0,376.0
2003-10-31 14:11:51.280,41.291,-36.818,462.457,2.136,0.267,16.508,69.011,69.011,91.753,1,0,976.0
2003-10-31 14:11:59.920,41.381,-37.363,462.578,2.166,0.267,16.498,68.957,68.957,91.466,1,0,2112.0
2003-10-31 14:12:01.360,41.396,-37.454,462.598,2.171,0.268,16.496,68.947,68.947,91.567,1,0,1568.0
2003-10-31 14:12:07.720,41.464,-37.856,462.69,2.199,0.268,16.488,68.906,68.906,91.46,1,0,1568.0
2003-10-31 14:12:08.620,41.474,-37.913,462.703,2.203,0.269,16.487,68.9,68.9,91.389,1,0,1376.0
2003-10-31 14:12:09.160,41.48,-37.947,462.711,2.206,0.269,16.486,68.897,68.897,91.347,1,0,1504.0
2003-10-31 14:12:12.620,41.517,-38.165,462.762,2.22,0.269,16.482,68.873,68.873,91.442,1,0,912.0
2003-10-31 14:12:13.380,41.526,-38.213,462.773,2.223,0.269,16.481,68.868,68.868,91.489,1,0,784.0
2003-10-31 14:12:19.660,41.595,-38.609,462.868,2.246,0.27,16.473,68.826,68.826,91.366,1,0,1184.0
2003-10-31 15:01:54.720,-148.452,47.311,545.06,2.357,0.39,4.817,63.68,63.68,19.629,0,0,376.0
2003-10-31 15:01:55.460,-148.441,47.357,545.073,2.362,0.391,4.816,63.682,63.682,19.631,0,0,424.0
2003-10-31 15:01:55.940,-148.433,47.386,545.081,2.365,0.391,4.816,63.683,63.683,19.631,0,0,488.0
