,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts
2000-12-08 17:54:40.660,23.521,-31.97,505.412,1.891,0.229,18.959,70.198,70.198,93.135,1,0,1184.0
2000-12-08 17:54:40.880,23.523,-31.984,505.42,1.891,0.229,18.959,70.2,70.2,93.156,1,0,1184.0
2000-12-08 17:54:41.080,23.525,-31.996,505.427,1.892,0.229,18.958,70.201,70.201,93.175,1,0,1248.0
2000-12-08 17:54:41.280,23.527,-32.009,505.434,1.892,0.229,18.958,70.203,70.203,93.194,1,0,1184.0
2000-12-08 17:54:41.660,23.53,-32.033,505.447,1.893,0.229,18.958,70.205,70.205,93.23,1,0,1056.0
2000-12-08 17:55:24.480,23.918,-34.719,507.05,2.011,0.229,18.92,70.382,70.382,92.885,1,0,2016.0
2000-12-08 17:55:24.900,23.922,-34.745,507.066,2.013,0.229,18.919,70.383,70.383,92.86,1,0,2112.0
2000-12-08 17:55:25.160,23.924,-34.761,507.077,2.013,0.229,18.919,70.383,70.383,92.845,1,0,2240.0
2000-12-08 17:55:25.640,23.929,-34.792,507.096,2.015,0.229,18.919,70.384,70.384,92.816,1,0,2240.0
2000-12-08 17:55:26.340,23.935,-34.835,507.123,2.017,0.229,18.918,70.385,70.385,92.775,1,0,2112.0
2000-12-17 16:06:48.420,33.116,-36.662,523.515,2.128,0.242,17.679,68.876,68.876,92.796,1,0,1568.0
2000-12-23 03:38:35.740,16.23,-37.169,638.335,2.125,0.214,3.903,67.667,67.667,91.778,1,0,5248.0
2000-12-30 15:46:21.720,11.935,-38.636,569.827,2.164,0.216,15.818,69.149,69.149,92.952,1,0,976.0
2000-12-30 15:46:22.000,11.938,-38.653,569.854,2.164,0.216,15.817,69.149,69.149,92.983,1,0,1056.0
2000-12-30 15:46:22.560,11.944,-38.688,569.91,2.166,0.216,15.817,69.148,69.148,93.044,1,0,976.0
2000-12-30 15:46:22.820,11.947,-38.704,569.935,2.167,0.216,15.817,69.148,69.148,93.073,1,0,944.0
2000-12-30 15:46:23.340,11.953,-38.736,569.987,2.168,0.216,15.816,69.148,69.148,93.073,1,0,880.0
2001-02-08 21:17:24.440,13.722,-34.707,514.424,1.985,0.22,21.172,70.177,70.177,86.517,1,0,1440.0
2001-02-08 21:17:24.920,13.727,-34.677,514.393,1.984,0.22,21.173,70.173,70.173,86.498,1,0,1696.0
2001-02-08 21:17:25.140,13.729,-34.663,514.379,1.983,0.22,21.173,70.172,70.172,86.489,1,0,1632.0
2001-02-28 07:11:45.840,16.021,-31.238,557.726,1.856,0.22,7.576,68.669,68.669,88.576,1,0,3264.0
2001-03-24 07:49:43.160,-36.971,-52.849,515.369,2.124,0.238,4.655,66.216,66.216,88.211,1,0,392.0
2001-03-25 02:56:35.780,31.101,-42.011,508.16,2.437,0.246,3.983,68.949,68.949,88.017,1,0,1568.0
2001-03-25 02:56:36.100,31.105,-42.031,508.173,2.438,0.246,3.983,68.945,68.945,87.995,1,0,1632.0
2001-03-25 02:56:36.380,31.109,-42.049,508.185,2.439,0.246,3.983,68.942,68.942,87.976,1,0,1568.0
2001-03-25 02:56:37.060,31.117,-42.091,508.214,2.442,0.246,3.982,68.933,68.933,87.931,1,0,1568.0
2001-03-31 07:28:56.220,-47.702,-48.79,524.027,1.812,0.227,3.839,65.76,65.76,87.542,1,0,816.0
2001-03-31 07:31:07.340,-44.919,-56.852,533.682,2.246,0.257,4.005,64.594,64.594,87.831,1,0,472.0
2001-03-31 09:08:26.400,-66.156,-62.278,540.786,2.479,0.305,4.797,63.119,63.119,91.291,0,0,592.0
2001-04-01 01:00:26.740,45.337,-39.964,515.846,2.374,0.279,3.077,66.792,66.792,88.08,0,0,102.0
2001-04-01 01:00:35.420,45.438,-40.505,516.418,2.412,0.28,3.066,66.73,66.73,88.422,0,0,816.0
2001-04-01 02:34:56.360,20.422,-35.043,510.98,2.021,0.225,3.216,70.425,70.425,87.052,1,0,6528.0
2001-04-01 02:34:57.040,20.429,-35.085,511.02,2.023,0.225,3.216,70.427,70.427,87.006,1,0,4480.0
2001-04-01 02:35:00.060,20.458,-35.274,511.203,2.031,0.225,3.213,70.434,70.434,87.059,1,0,4480.0
2001-04-01 02:35:06.820,20.524,-35.697,511.613,2.051,0.225,3.207,70.446,70.446,87.464,1,0,4736.0
2001-04-01 02:35:09.400,20.549,-35.859,511.77,2.058,0.225,3.205,70.449,70.449,87.628,1,0,4224.0
2001-04-01 02:35:12.160,20.576,-36.031,511.939,2.066,0.225,3.202,70.451,70.451,87.524,1,0,3904.0
2001-04-01 02:35:15.940,20.614,-36.268,512.171,2.077,0.225,3.199,70.452,70.452,87.276,1,0,4480.0
2001-04-01 02:35:19.300,20.647,-36.478,512.379,2.087,0.225,3.196,70.45,70.45,87.479,1,0,4480.0
2001-04-01 02:35:20.280,20.657,-36.539,512.44,2.09,0.225,3.195,70.45,70.45,87.541,1,0,4992.0
2001-04-01 02:35:20.400,20.658,-36.547,512.447,2.091,0.225,3.195,70.45,70.45,87.548,1,0,5248.0
2001-04-01 02:35:21.360,20.668,-36.607,512.506,2.093,0.225,3.194,70.449,70.449,87.609,1,0,4992.0
2001-04-01 02:35:21.980,20.674,-36.646,512.545,2.095,0.225,3.194,70.449,70.449,87.647,1,0,4992.0
2001-04-01 02:35:22.360,20.678,-36.669,512.568,2.096,0.225,3.193,70.448,70.448,87.675,1,0,4736.0
2001-04-01 02:35:22.680,20.681,-36.689,512.588,2.097,0.225,3.193,70.448,70.448,87.699,1,0,4480.0
2001-04-01 02:35:25.160,20.707,-36.844,512.743,2.105,0.226,3.191,70.444,70.444,87.881,1,0,4736.0
2001-04-01 02:35:25.360,20.709,-36.857,512.755,2.105,0.226,3.191,70.444,70.444,87.895,1,0,4992.0
2001-04-01 02:35:25.640,20.712,-36.874,512.773,2.106,0.226,3.19,70.444,70.444,87.916,1,0,4736.0
2001-04-01 02:35:25.940,20.715,-36.893,512.792,2.107,0.226,3.19,70.443,70.443,87.938,1,0,4480.0
2001-04-01 02:35:26.560,20.721,-36.932,512.83,2.109,0.226,3.189,70.442,70.442,87.983,1,0,4032.0
2001-04-01 02:35:26.600,20.721,-36.934,512.833,2.109,0.226,3.189,70.442,70.442,87.986,1,0,4224.0
2001-04-01 02:35:27.060,20.726,-36.963,512.861,2.11,0.226,3.189,70.442,70.442,88.02,1,0,4992.0
2001-04-01 02:35:30.360,20.76,-37.17,513.068,2.12,0.226,3.186,70.435,70.435,88.551,1,0,4736.0
2001-04-01 02:35:30.540,20.762,-37.181,513.08,2.121,0.226,3.186,70.435,70.435,88.586,1,0,4992.0
2001-04-01 02:35:32.480,20.782,-37.302,513.201,2.127,0.226,3.184,70.43,70.43,88.966,1,0,4032.0
2001-04-01 02:35:34.840,20.806,-37.449,513.35,2.135,0.226,3.182,70.424,70.424,89.323,1,0,4736.0
2001-04-01 02:35:35.660,20.815,-37.501,513.402,2.138,0.226,3.181,70.421,70.421,89.381,1,0,3648.0
2001-04-01 02:35:36.900,20.828,-37.578,513.48,2.144,0.226,3.18,70.417,70.417,89.469,1,0,4736.0
2001-04-01 02:35:37.000,20.829,-37.584,513.486,2.144,0.226,3.18,70.417,70.417,89.476,1,0,4992.0
2001-04-01 02:35:43.220,20.895,-37.973,513.88,2.167,0.226,3.174,70.394,70.394,90.014,1,0,3392.0
2001-04-01 02:35:43.560,20.898,-37.994,513.902,2.168,0.226,3.174,70.393,70.393,90.048,1,0,3136.0
2001-04-01 02:35:50.640,20.974,-38.437,514.354,2.19,0.226,3.167,70.36,70.36,90.006,1,0,3520.0
2001-04-01 02:35:51.740,20.986,-38.505,514.424,2.194,0.227,3.166,70.354,70.354,89.938,1,0,4224.0
2001-04-01 02:35:58.060,21.055,-38.9,514.832,2.214,0.227,3.16,70.318,70.318,90.389,1,0,3776.0
2001-04-01 02:35:58.480,21.06,-38.926,514.859,2.215,0.227,3.159,70.315,70.315,90.363,1,0,6272.0
2001-04-01 02:35:58.660,21.062,-38.937,514.871,2.216,0.227,3.159,70.314,70.314,90.352,1,0,4736.0
2001-04-01 02:36:10.440,21.194,-39.673,515.638,2.254,0.228,3.148,70.231,70.231,89.691,1,0,3648.0
2001-04-01 02:36:11.020,21.2,-39.709,515.676,2.256,0.228,3.147,70.226,70.226,89.732,1,0,3392.0
2001-04-01 02:36:16.320,21.261,-40.039,516.024,2.273,0.228,3.142,70.182,70.182,90.061,1,0,2880.0
2001-04-01 02:36:17.840,21.278,-40.134,516.124,2.278,0.228,3.14,70.168,70.168,89.97,1,0,3008.0
2001-04-02 02:31:33.640,18.839,-33.323,511.012,1.942,0.224,3.11,70.24,70.24,89.311,1,0,1696.0
2001-04-02 02:31:36.760,18.867,-33.518,511.205,1.951,0.224,3.107,70.262,70.262,89.088,1,0,1696.0
2001-04-02 02:31:42.060,18.916,-33.85,511.533,1.965,0.224,3.103,70.297,70.297,88.713,1,0,1952.0
2001-04-02 02:31:42.100,18.916,-33.853,511.536,1.965,0.224,3.103,70.297,70.297,88.71,1,0,2016.0
2001-04-02 02:32:34.140,19.421,-37.107,514.878,2.113,0.224,3.058,70.435,70.435,88.977,1,0,1760.0
2001-04-02 02:32:34.200,19.422,-37.111,514.882,2.114,0.224,3.058,70.435,70.435,88.98,1,0,1824.0
2001-04-02 02:32:36.140,19.442,-37.232,515.011,2.119,0.224,3.057,70.432,70.432,89.099,1,0,2112.0
2001-04-03 00:55:02.880,43.007,-41.66,522.152,2.489,0.274,2.798,66.824,66.824,85.093,0,0,376.0
2001-04-03 00:55:02.900,43.007,-41.662,522.153,2.489,0.274,2.798,66.824,66.824,85.092,0,0,408.0
2001-04-03 08:33:25.040,-85.851,36.037,505.908,2.371,0.412,2.848,63.947,74.914,43.735,0,0,236.0
2001-04-03 08:33:28.940,-85.812,35.793,505.697,2.353,0.411,2.853,63.939,75.059,43.832,0,0,140.0
2001-04-04 02:25:29.020,16.161,-32.947,514.309,1.918,0.222,2.853,70.021,70.021,88.939,1,0,3392.0
2001-04-08 00:39:07.780,36.239,-39.909,533.231,2.333,0.252,2.227,67.762,67.762,67.181,1,1,312.0
2001-04-08 00:39:08.080,36.243,-39.927,533.257,2.335,0.252,2.227,67.758,67.758,67.153,1,1,392.0
2001-04-08 00:39:08.380,36.246,-39.946,533.283,2.336,0.252,2.226,67.755,67.755,67.124,1,1,440.0
2001-04-08 00:39:08.700,36.25,-39.966,533.31,2.337,0.252,2.226,67.751,67.751,67.094,1,1,360.0
2001-04-08 00:39:09.000,36.253,-39.984,533.336,2.338,0.252,2.225,67.748,67.748,67.065,1,1,328.0
2001-04-08 00:39:09.300,36.256,-40.003,533.362,2.339,0.253,2.225,67.745,67.745,67.037,1,1,280.0
2001-04-12 00:23:27.580,29.528,-28.894,530.5,1.759,0.234,1.911,68.976,68.976,77.809,1,1,3136.0
2001-04-12 00:24:33.740,30.075,-33.013,536.308,1.939,0.234,1.856,69.11,69.11,71.536,1,1,3008.0
2001-04-12 00:24:33.960,30.077,-33.026,536.328,1.939,0.234,1.855,69.11,69.11,71.527,1,1,2880.0
2001-04-12 00:24:34.420,30.081,-33.055,536.369,1.941,0.234,1.855,69.109,69.109,71.506,1,1,3264.0
2001-04-12 00:24:34.660,30.083,-33.07,536.391,1.941,0.234,1.855,69.109,69.109,71.496,1,1,3264.0
2001-04-12 00:25:02.940,30.34,-34.827,538.94,2.03,0.235,1.827,69.009,69.009,71.105,1,1,1008.0
2001-04-12 00:25:20.580,30.509,-35.921,540.547,2.084,0.236,1.809,68.901,68.901,71.382,1,1,3520.0
2001-04-12 00:25:36.980,30.671,-36.938,542.053,2.144,0.237,1.792,68.772,68.772,71.143,1,1,1008.0
2001-04-12 00:25:37.080,30.672,-36.944,542.062,2.144,0.237,1.792,68.771,68.771,71.141,1,1,1184.0
2001-04-12 00:25:37.160,30.673,-36.949,542.07,2.144,0.237,1.792,68.77,68.77,71.139,1,1,1248.0
2001-04-12 00:25:37.540,30.677,-36.973,542.105,2.145,0.237,1.791,68.767,68.767,71.129,1,1,1120.0
2001-04-12 00:25:39.480,30.697,-37.093,542.283,2.152,0.237,1.789,68.75,68.75,71.066,1,1,880.0
2001-04-12 00:25:40.100,30.703,-37.132,542.341,2.154,0.237,1.789,68.744,68.744,71.045,1,1,944.0
2001-04-12 00:25:41.460,30.717,-37.216,542.466,2.158,0.237,1.787,68.732,68.732,70.998,1,1,1440.0
2001-04-12 00:25:42.120,30.724,-37.257,542.527,2.16,0.237,1.786,68.726,68.726,70.975,1,1,1376.0
2001-04-13 00:23:39.700,30.264,-41.629,553.14,2.424,0.241,1.583,67.992,67.992,67.816,1,1,2240.0
2001-04-13 00:23:43.660,30.313,-41.873,553.515,2.439,0.241,1.578,67.937,67.937,67.776,1,1,2496.0
2001-04-13 00:23:45.240,30.332,-41.971,553.665,2.445,0.242,1.576,67.915,67.915,67.76,1,1,2368.0
2001-04-16 06:16:35.900,-78.028,34.947,493.736,2.286,0.405,1.329,64.259,90.0,64.293,0,1,440.0
2001-04-18 10:08:12.100,38.441,-39.955,633.523,2.371,0.25,11.724,64.956,64.956,89.387,1,0,2496.0
2001-04-24 22:06:12.040,38.639,-35.769,586.794,2.095,0.249,0.158,66.387,66.387,92.334,1,4,3904.0
2001-04-24 22:06:12.100,38.639,-35.772,586.799,2.096,0.249,0.158,66.387,66.387,92.336,1,4,4032.0
2001-04-25 07:45:57.740,-101.293,-54.593,615.182,2.08,0.325,1.87,60.729,60.729,58.457,0,1,344.0
2001-04-25 22:03:01.920,37.666,-37.041,592.065,2.171,0.247,0.01,66.345,66.345,94.296,1,4,2880.0
2001-04-25 22:03:04.780,37.694,-37.215,592.327,2.18,0.248,0.007,66.319,66.319,94.39,1,4,3520.0
2001-04-25 22:03:05.080,37.697,-37.234,592.354,2.181,0.248,0.007,66.316,66.316,94.399,1,4,5504.0
2001-04-25 22:03:05.360,37.7,-37.251,592.38,2.182,0.248,0.007,66.313,66.313,94.409,1,4,6016.0
2001-04-25 22:03:05.660,37.703,-37.269,592.407,2.183,0.248,0.006,66.311,66.311,94.419,1,4,5760.0
2001-04-25 22:03:05.940,37.706,-37.286,592.433,2.184,0.248,0.006,66.308,66.308,94.428,1,4,4736.0
2001-04-25 22:03:06.180,37.708,-37.301,592.455,2.185,0.248,0.006,66.306,66.306,94.436,1,4,3776.0
2001-05-18 19:00:26.580,35.363,-33.671,628.493,1.99,0.237,20.959,66.136,66.136,92.05,1,0,592.0
2001-05-22 18:43:45.860,30.605,-30.276,625.099,1.835,0.228,20.455,66.844,66.844,92.159,1,0,3776.0
2001-05-22 18:43:46.040,30.607,-30.287,625.101,1.835,0.228,20.455,66.845,66.845,92.17,1,0,3520.0
2001-08-30 04:59:17.680,32.678,-36.45,626.11,2.134,0.234,6.429,66.506,66.506,88.119,1,0,132.0
2001-08-30 04:59:17.960,32.68,-36.467,626.12,2.135,0.234,6.429,66.504,66.504,88.147,1,0,110.0
2001-09-01 16:29:10.860,23.771,-31.14,535.173,1.858,0.227,17.504,69.393,69.393,86.675,1,0,312.0
2001-10-21 22:34:31.380,19.515,-34.896,497.305,2.013,0.225,23.34,70.784,70.784,101.037,1,1,264.0
2001-10-21 22:34:31.620,19.517,-34.911,497.308,2.013,0.225,23.339,70.785,70.785,101.039,1,1,172.0
2001-10-21 22:34:31.860,19.519,-34.926,497.311,2.014,0.225,23.339,70.786,70.786,101.041,1,1,196.0
2001-10-21 22:34:32.100,19.521,-34.941,497.314,2.015,0.225,23.339,70.787,70.787,101.043,1,1,180.0
2001-10-22 22:29:44.360,20.082,-40.927,498.478,2.314,0.228,23.113,70.618,70.618,103.55,1,1,912.0
2001-10-22 22:29:53.160,20.189,-41.478,498.692,2.344,0.229,23.105,70.538,70.538,103.915,1,1,848.0
2001-10-22 22:30:08.980,20.387,-42.468,499.091,2.399,0.231,23.089,70.371,70.371,104.364,1,1,1568.0
2001-10-22 22:30:10.600,20.408,-42.569,499.133,2.405,0.231,23.087,70.352,70.352,104.409,1,1,1120.0
2001-10-22 22:30:17.600,20.499,-43.007,499.316,2.438,0.231,23.08,70.269,70.269,104.528,1,1,1120.0
2001-10-22 22:30:23.520,20.577,-43.377,499.474,2.46,0.232,23.074,70.196,70.196,104.641,1,1,880.0
2001-10-22 22:30:23.900,20.582,-43.401,499.484,2.461,0.232,23.074,70.191,70.191,104.644,1,1,1056.0
2001-10-22 22:30:33.040,20.706,-43.972,499.732,2.495,0.233,23.064,70.071,70.071,104.778,1,1,2240.0
2001-10-22 22:30:33.160,20.707,-43.979,499.735,2.496,0.233,23.064,70.069,70.069,104.781,1,1,2496.0
2001-10-22 22:30:34.140,20.721,-44.041,499.762,2.499,0.233,23.063,70.056,70.056,104.802,1,1,3008.0
2001-11-06 06:55:25.140,30.859,-34.606,607.844,2.033,0.231,8.748,67.315,67.315,91.498,1,0,106.0
2001-11-06 20:48:04.080,15.098,-42.748,519.004,2.385,0.224,21.036,70.132,70.132,94.455,1,0,3008.0
2001-11-06 20:48:04.600,15.105,-42.781,519.044,2.387,0.224,21.036,70.126,70.126,94.434,1,0,4992.0
2001-11-06 20:48:10.580,15.182,-43.152,519.511,2.408,0.225,21.031,70.059,70.059,94.197,1,0,3648.0
2001-11-06 20:48:10.900,15.186,-43.172,519.536,2.409,0.225,21.031,70.056,70.056,94.185,1,0,2880.0
2001-11-06 20:48:14.820,15.238,-43.416,519.843,2.423,0.225,21.027,70.009,70.009,94.029,1,0,2880.0
2001-11-06 20:48:14.900,15.239,-43.421,519.85,2.423,0.225,21.027,70.009,70.009,94.026,1,0,3008.0
2001-11-06 20:48:15.000,15.24,-43.427,519.857,2.423,0.225,21.027,70.007,70.007,94.022,1,0,3008.0
2001-11-06 20:48:19.500,15.3,-43.706,520.211,2.439,0.226,21.023,69.952,69.952,93.844,1,0,2240.0
2001-11-06 20:48:30.460,15.449,-44.387,521.073,2.478,0.227,21.014,69.809,69.809,94.35,1,0,1952.0
2001-11-07 06:47:15.280,29.936,-38.562,609.133,2.244,0.232,8.423,67.131,67.131,92.145,1,0,1248.0
2001-11-07 06:47:15.320,29.937,-38.559,609.134,2.244,0.232,8.423,67.132,67.132,92.148,1,0,1312.0
2001-11-07 06:47:33.700,30.125,-37.443,609.273,2.18,0.231,8.477,67.216,67.216,91.977,1,0,1504.0
2001-11-07 06:47:41.960,30.207,-36.942,609.329,2.153,0.231,8.501,67.247,67.247,92.202,1,0,1568.0
2001-11-07 06:47:42.040,30.208,-36.937,609.329,2.153,0.231,8.501,67.247,67.247,92.202,1,0,1696.0
2001-11-07 06:47:43.480,30.222,-36.849,609.338,2.149,0.231,8.505,67.252,67.252,92.09,1,0,1632.0
2001-11-07 06:47:43.500,30.222,-36.848,609.338,2.149,0.231,8.505,67.252,67.252,92.088,1,0,1632.0
2001-11-07 06:47:44.160,30.229,-36.808,609.343,2.146,0.231,8.507,67.254,67.254,92.037,1,0,1120.0
2001-11-07 06:47:48.080,30.267,-36.57,609.367,2.134,0.231,8.518,67.266,67.266,91.741,1,0,1376.0
2001-11-07 06:47:48.120,30.267,-36.568,609.368,2.134,0.231,8.518,67.266,67.266,91.742,1,0,1376.0
2001-11-07 06:47:51.020,30.295,-36.391,609.385,2.125,0.231,8.526,67.274,67.274,91.854,1,0,1248.0
2001-11-07 06:47:53.780,30.322,-36.224,609.402,2.116,0.231,8.534,67.282,67.282,91.96,1,0,1888.0
2001-11-07 06:47:53.860,30.323,-36.219,609.402,2.116,0.231,8.534,67.282,67.282,91.963,1,0,2240.0
2001-11-07 06:47:56.440,30.347,-36.062,609.417,2.108,0.231,8.541,67.288,67.288,91.774,1,0,720.0
2001-11-07 06:48:00.820,30.389,-35.796,609.441,2.095,0.231,8.554,67.297,67.297,91.541,1,0,688.0
2001-11-07 06:48:09.180,30.467,-35.288,609.485,2.069,0.23,8.577,67.31,67.31,91.598,1,0,1952.0
2001-11-07 06:48:09.220,30.467,-35.286,609.485,2.069,0.23,8.577,67.31,67.31,91.595,1,0,2016.0
2001-11-08 06:39:06.060,28.953,-42.331,610.3,2.471,0.236,8.088,66.706,66.706,92.493,1,0,3136.0
2001-11-08 06:39:08.100,28.978,-42.207,610.317,2.464,0.235,8.095,66.723,66.723,92.487,1,0,2880.0
2001-11-08 06:39:14.380,29.054,-41.827,610.369,2.44,0.235,8.115,66.774,66.774,92.25,1,0,3136.0
2001-11-08 06:39:14.920,29.06,-41.794,610.373,2.438,0.235,8.117,66.778,66.778,92.29,1,0,3264.0
2001-11-08 06:39:16.440,29.078,-41.702,610.386,2.433,0.235,8.122,66.791,66.791,92.402,1,0,2752.0
2001-11-08 06:39:16.540,29.08,-41.696,610.386,2.432,0.235,8.122,66.791,66.791,92.41,1,0,2880.0
2001-11-10 01:16:01.540,-55.167,-52.741,542.194,1.924,0.246,21.448,64.186,64.186,91.643,1,0,976.0
2001-11-10 01:16:02.040,-55.157,-52.772,542.238,1.925,0.246,21.449,64.182,64.182,91.707,1,0,1184.0
2001-11-10 01:16:02.260,-55.152,-52.785,542.258,1.926,0.246,21.449,64.18,64.18,91.735,1,0,1248.0
2001-11-10 01:16:02.740,-55.142,-52.815,542.3,1.927,0.246,21.45,64.176,64.176,91.796,1,0,1184.0
2001-11-14 05:56:03.780,27.501,-41.792,617.518,2.435,0.232,7.252,66.844,66.844,92.981,1,0,3648.0
2001-11-14 10:40:31.900,-46.293,-49.263,618.792,1.876,0.221,7.654,63.369,63.369,86.978,1,0,4032.0
2001-11-14 10:40:32.120,-46.289,-49.249,618.791,1.875,0.221,7.654,63.371,63.371,86.997,1,0,4224.0
2001-11-14 10:40:32.820,-46.278,-49.207,618.788,1.873,0.221,7.655,63.378,63.378,87.056,1,0,4480.0
2001-11-14 10:40:33.040,-46.274,-49.194,618.786,1.873,0.221,7.655,63.381,63.381,87.075,1,0,4480.0
2001-11-23 04:51:27.320,26.531,-35.961,609.033,2.093,0.225,6.187,67.806,67.806,92.523,1,0,4032.0
2001-11-26 04:30:44.940,26.819,-29.771,596.208,1.809,0.226,5.984,67.715,67.715,92.023,1,0,3776.0
2001-11-26 04:30:45.560,26.824,-29.733,596.164,1.807,0.226,5.985,67.71,67.71,91.966,1,0,4224.0
2001-11-26 04:30:45.740,26.825,-29.722,596.152,1.807,0.226,5.986,67.709,67.709,91.949,1,0,4224.0
2001-11-26 04:30:46.120,26.828,-29.699,596.125,1.806,0.226,5.987,67.706,67.706,91.914,1,0,4032.0
2001-11-29 00:31:28.420,-82.7,-54.175,606.702,1.944,0.285,19.433,61.101,61.101,92.144,0,0,440.0
2001-11-29 00:31:28.880,-82.689,-54.202,606.733,1.946,0.285,19.434,61.1,61.1,92.175,0,0,424.0
2001-12-02 08:24:33.780,-52.277,-56.253,611.059,2.158,0.252,5.111,62.184,62.184,87.552,1,0,4480.0
2001-12-13 20:59:49.320,-61.856,-50.976,620.922,1.821,0.238,16.683,61.841,61.841,92.152,1,0,408.0
2001-12-24 00:51:47.860,23.124,-33.31,507.69,1.946,0.227,1.5,70.338,70.338,89.823,1,1,3264.0
2001-12-24 00:51:49.060,23.135,-33.235,507.6,1.942,0.227,1.503,70.333,70.333,89.754,1,1,3392.0
2001-12-27 00:26:00.080,22.194,-38.616,506.258,2.203,0.228,0.818,70.493,70.493,90.874,1,1,944.0
2001-12-27 00:26:00.840,22.203,-38.568,506.203,2.2,0.228,0.82,70.497,70.497,90.797,1,1,1008.0
2001-12-28 00:18:49.640,22.78,-34.902,499.91,2.015,0.228,0.84,70.655,70.655,86.184,1,1,784.0
2002-01-25 20:02:18.660,27.0,-35.363,517.554,2.049,0.231,20.819,69.925,69.925,87.068,1,0,360.0
2002-01-25 20:02:19.300,27.006,-35.323,517.575,2.047,0.231,20.821,69.924,69.924,87.043,1,0,528.0
2002-01-25 20:02:19.560,27.009,-35.307,517.583,2.046,0.231,20.821,69.924,69.924,87.032,1,0,656.0
2002-01-25 20:02:19.800,27.011,-35.292,517.591,2.045,0.231,20.822,69.924,69.924,87.023,1,0,624.0
2002-01-25 20:02:20.040,27.013,-35.277,517.599,2.045,0.231,20.823,69.923,69.923,87.013,1,0,560.0
2002-01-25 20:02:20.500,27.018,-35.248,517.614,2.043,0.231,20.824,69.923,69.923,86.994,1,0,456.0
2002-01-25 20:02:20.740,27.02,-35.233,517.622,2.043,0.231,20.825,69.922,69.922,86.985,1,0,456.0
2002-01-29 09:22:40.900,10.623,-31.332,498.731,1.838,0.221,9.525,69.818,69.818,88.752,1,0,4992.0
2002-02-05 08:15:04.080,13.428,-32.994,487.197,1.913,0.222,8.488,70.611,70.611,88.772,1,0,2240.0
2002-02-17 11:05:26.380,-49.785,-49.891,508.188,1.837,0.233,7.337,65.908,65.908,87.499,1,0,504.0
2002-02-17 11:05:27.580,-49.764,-49.966,508.273,1.84,0.233,7.339,65.898,65.898,87.478,1,0,912.0
2002-02-17 11:05:28.320,-49.75,-50.011,508.326,1.842,0.234,7.339,65.891,65.891,87.464,1,0,1248.0
2002-02-17 11:05:28.520,-49.747,-50.024,508.34,1.843,0.234,7.34,65.889,65.889,87.461,1,0,1056.0
2002-02-17 11:05:28.760,-49.742,-50.039,508.357,1.843,0.234,7.34,65.887,65.887,87.457,1,0,1056.0
2002-02-17 11:05:30.520,-49.71,-50.148,508.482,1.848,0.234,7.342,65.871,65.871,87.559,1,0,624.0
2002-02-17 11:05:39.420,-49.544,-50.699,509.117,1.871,0.236,7.352,65.791,65.791,87.469,1,0,1312.0
2002-05-23 04:09:34.240,21.813,-31.949,543.917,1.896,0.224,5.122,69.349,69.349,91.136,1,0,1120.0
2002-05-23 04:09:34.380,21.814,-31.94,543.922,1.895,0.224,5.123,69.348,69.348,91.128,1,0,1248.0
2002-05-23 04:09:34.820,21.818,-31.913,543.938,1.894,0.224,5.124,69.343,69.343,91.1,1,0,1312.0
2002-05-23 04:09:35.040,21.82,-31.899,543.945,1.893,0.224,5.124,69.341,69.341,91.086,1,0,1312.0
2002-05-23 04:09:35.240,21.821,-31.887,543.953,1.893,0.224,5.125,69.339,69.339,91.074,1,0,1248.0
2002-06-16 00:24:45.420,27.14,-37.371,590.765,2.166,0.228,1.718,68.074,68.074,83.513,1,1,592.0
2002-09-06 07:42:20.280,-55.114,-55.381,485.853,2.043,0.262,3.835,65.541,65.541,89.129,1,0,592.0
2002-09-09 02:10:18.980,18.046,-44.249,481.083,2.489,0.231,2.482,70.72,70.72,81.466,1,1,456.0
2002-09-09 02:10:19.100,18.048,-44.256,481.087,2.49,0.231,2.482,70.718,70.718,81.494,1,1,488.0
2002-09-20 07:25:34.880,-77.899,-59.603,512.672,2.246,0.312,2.818,63.725,63.725,110.799,0,0,1184.0
2002-09-20 07:25:35.200,-77.889,-59.623,512.695,2.247,0.312,2.819,63.724,63.724,110.987,0,0,1184.0
2002-09-20 07:25:35.500,-77.88,-59.641,512.717,2.249,0.312,2.82,63.723,63.723,111.163,0,0,1248.0
2002-09-20 07:25:35.800,-77.87,-59.659,512.739,2.251,0.312,2.82,63.723,63.723,111.338,0,0,1056.0
2002-10-17 07:11:13.420,29.135,-34.148,555.27,1.998,0.231,8.833,68.786,68.786,91.45,1,0,296.0
2002-10-17 07:11:13.860,29.139,-34.121,555.238,1.997,0.231,8.834,68.786,68.786,91.475,1,0,296.0
2002-10-18 01:45:53.740,-54.254,-52.861,578.915,1.953,0.242,22.048,63.28,63.28,56.071,1,1,2016.0
2002-10-18 01:45:54.220,-54.244,-52.89,578.941,1.954,0.242,22.049,63.276,63.276,56.047,1,1,2240.0
2002-10-18 01:45:54.460,-54.239,-52.904,578.954,1.955,0.242,22.049,63.275,63.275,56.034,1,1,2240.0
2002-10-18 01:45:54.940,-54.229,-52.933,578.981,1.956,0.242,22.05,63.271,63.271,56.009,1,1,2368.0
