,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts,Beq
2005-06-18 10:58:15.340,-78.435,-58.089,497.454,2.138,0.305,5.864,64.199,64.199,93.795,0,0,264.0,0.031
2005-06-19 13:59:04.340,33.722,-38.131,448.112,2.193,0.249,15.167,70.572,70.572,88.91,1,0,148.0,0.029
2005-08-20 10:37:39.820,-50.956,-52.367,528.674,1.957,0.24,6.705,65.0,65.0,80.72,1,0,752.0,0.041
2005-08-26 04:37:19.900,30.458,-41.548,514.135,2.407,0.242,5.731,68.889,68.889,91.965,1,0,4992.0,0.022
2005-08-27 04:07:52.120,35.498,-42.495,513.424,2.498,0.255,5.528,67.961,67.961,89.8,1,0,3392.0,0.02
2005-08-27 04:08:25.280,35.901,-40.439,511.503,2.359,0.253,5.638,68.206,68.206,90.742,1,0,1184.0,0.024
2005-09-01 03:17:00.500,38.963,-37.561,498.518,2.18,0.258,5.101,68.313,68.313,91.551,1,0,236.0,0.03
2005-09-12 02:35:43.740,24.895,-42.304,478.107,2.416,0.235,3.415,70.511,70.511,87.656,1,0,560.0,0.022
2005-09-17 01:44:18.900,28.444,-37.567,462.53,2.155,0.237,2.961,71.067,71.067,87.881,1,0,2752.0,0.031
2005-09-23 00:22:16.600,36.582,-36.743,451.992,2.119,0.254,2.151,70.082,70.082,110.165,1,1,456.0,0.032
2005-09-29 06:44:11.500,-79.596,-58.31,460.738,2.144,0.313,2.113,65.307,65.307,135.018,0,0,172.0,0.03
2005-10-05 03:48:36.760,-45.916,-53.735,452.645,2.057,0.248,0.474,67.382,67.382,115.686,1,1,1696.0,0.035
2005-10-07 23:16:33.860,21.38,-36.847,446.744,2.1,0.227,0.114,72.252,72.252,93.002,1,1,2496.0,0.033
2005-10-08 22:47:26.460,26.928,-35.351,447.143,2.033,0.234,0.039,71.798,71.798,91.49,1,1,528.0,0.037
2005-10-08 22:47:37.780,27.038,-34.633,447.028,1.999,0.234,0.071,71.796,71.796,91.131,1,1,624.0,0.039
2005-10-23 10:12:51.000,16.371,-32.777,451.666,1.909,0.224,11.117,71.822,71.822,89.82,1,0,656.0,0.044
