,lon,lat,alt,L,B,MLT,losscone1,losscone2,pitch,SAA,att,counts,event_id,Beq
2005-09-23 00:22:16.600,36.582,-36.743,451.992,2.119,0.254,2.151,70.082,70.082,110.165,1,1,456.0,218,0.0325
2005-09-29 06:44:11.500,-79.596,-58.31,460.738,2.144,0.313,2.113,65.307,65.307,135.018,0,0,172.0,219,0.0305
2005-10-05 03:48:36.760,-45.916,-53.735,452.645,2.057,0.248,0.474,67.382,67.382,115.686,1,1,1696.0,220,0.0353
2005-10-07 23:16:33.860,21.38,-36.847,446.744,2.1,0.227,0.114,72.252,72.252,93.002,1,1,2496.0,221,0.0334
2005-10-08 22:47:26.460,26.928,-35.351,447.143,2.033,0.234,0.039,71.798,71.798,91.49,1,1,528.0,222,0.0366
2005-10-08 22:47:27.540,26.938,-35.282,447.132,2.029,0.234,0.042,71.798,71.798,91.454,1,1,656.0,222,0.0368
2005-10-08 22:47:27.760,26.941,-35.268,447.13,2.029,0.234,0.043,71.799,71.799,91.447,1,1,592.0,222,0.0368
2005-10-08 22:47:28.400,26.947,-35.228,447.123,2.027,0.234,0.045,71.799,71.799,91.426,1,1,528.0,222,0.037
2005-10-08 22:47:37.780,27.038,-34.633,447.028,1.999,0.234,0.071,71.796,71.796,91.131,1,1,624.0,223,0.0385
2005-10-08 22:47:38.020,27.04,-34.618,447.026,1.999,0.234,0.072,71.796,71.796,91.124,1,1,752.0,223,0.0386
2005-10-08 22:47:38.240,27.042,-34.604,447.024,1.998,0.234,0.072,71.796,71.796,91.12,1,1,752.0,223,0.0386
2005-10-08 22:47:38.460,27.045,-34.59,447.021,1.997,0.234,0.073,71.795,71.795,91.115,1,1,752.0,223,0.0387
2005-10-08 22:47:38.660,27.047,-34.578,447.02,1.997,0.234,0.073,71.795,71.795,91.112,1,1,688.0,223,0.0387
2005-10-23 10:12:51.000,16.371,-32.777,451.666,1.909,0.224,11.117,71.822,71.822,89.82,1,0,656.0,224,0.0442
